Permissions_Count,Network_Requests,Cookie_Access,API_Calls,Extension_ID,Week,Label,Label_Encoded,Anomaly_Score,Predicted_Label
-0.2557554703709406,-0.3043399033159065,-0.7129485436850859,-0.5546135428381197,ext_754,1,Normal,0,0.08726251195099594,0
0.3215706478478868,-0.3636978186139067,1.4026257699205102,-0.6657436943552423,ext_792,1,Normal,0,0.0133718502955672,0
0.3215706478478868,-0.1618809066007061,-0.7129485436850859,-0.0545278610110681,ext_195,2,Normal,0,0.046898056601671845,0
0.3215706478478868,-0.2331104049583063,-0.7129485436850859,-0.1841797044477111,ext_833,3,Normal,0,0.07777751803498978,0
-0.5444185294803544,-0.2331104049583063,-0.7129485436850859,-0.3879183155624359,ext_928,2,Normal,0,0.06960797408049879,0
-0.2557554703709406,-0.3518262355543067,-0.7129485436850859,-0.2582664721257929,ext_320,1,Normal,0,0.08377442565431786,0
0.3215706478478868,-0.2924683202563065,-0.7129485436850859,-0.1656580125281907,ext_467,1,Normal,0,0.07295610961872939,0
2.342212061613784,5.23968938551731,1.4026257699205102,4.020244361283425,ext_487,3,Suspicious,1,-0.13673454344428282,1
-0.8330815885897681,-0.3755694016735068,-0.7129485436850859,-0.3693966236429154,ext_691,1,Normal,0,0.031774335524727415,0
-0.8330815885897681,-0.2449819880179063,-0.7129485436850859,-0.1656580125281907,ext_975,3,Normal,0,0.08116520445532549,0
-0.5444185294803544,-0.2924683202563065,-0.7129485436850859,0.001037214747493,ext_266,2,Normal,0,0.07433405812511912,0
-0.5444185294803544,-0.2212388218987063,1.4026257699205102,-0.3879183155624359,ext_646,2,Normal,0,0.06172082951195956,0
-0.8330815885897681,-0.3043399033159065,-0.7129485436850859,-0.3323532398038746,ext_801,4,Normal,0,0.07598686509985525,0
3.785527357160852,5.524607378947711,1.4026257699205102,4.446243275432395,ext_374,3,Suspicious,1,-0.1842513893701737,1
0.0329075887384731,-0.150009323541106,1.4026257699205102,-0.5360918509185993,ext_317,3,Normal,0,0.017147870496337814,0
0.3215706478478868,-0.1856240727199062,-0.7129485436850859,-0.0174844771720273,ext_242,4,Normal,0,0.05044417038891197,0
-0.5444185294803544,-0.3399546524947066,1.4026257699205102,-0.610178618596681,ext_697,1,Normal,0,0.03301790457847531,0
