Permissions_Count,Network_Requests,Cookie_Access,API_Calls,Extension_ID,Week,Label,Label_Encoded
-0.2557554703709406,-0.30433990331590655,-0.7129485436850859,-0.5546135428381197,ext_754,1,Normal,0
0.32157064784788686,-0.3636978186139067,1.4026257699205102,-0.6657436943552423,ext_792,1,Normal,0
0.32157064784788686,-0.16188090660070611,-0.7129485436850859,-0.054527861011068185,ext_195,2,Normal,0
0.32157064784788686,-0.23311040495830634,-0.7129485436850859,-0.18417970444771117,ext_833,3,Normal,0
-0.5444185294803544,-0.23311040495830634,-0.7129485436850859,-0.3879183155624359,ext_928,2,Normal,0
-0.2557554703709406,-0.3518262355543067,-0.7129485436850859,-0.2582664721257929,ext_320,1,Normal,0
0.32157064784788686,-0.29246832025630654,-0.7129485436850859,-0.16565801252819076,ext_467,1,Normal,0
2.3422120616137834,5.23968938551731,1.4026257699205102,4.020244361283425,ext_487,3,Suspicious,1
-0.8330815885897681,-0.3755694016735068,-0.7129485436850859,-0.3693966236429154,ext_691,1,Normal,0
-0.8330815885897681,-0.24498198801790638,-0.7129485436850859,-0.16565801252819076,ext_975,3,Normal,0
-0.5444185294803544,-0.29246832025630654,-0.7129485436850859,0.0010372147474930955,ext_266,2,Normal,0
-0.5444185294803544,-0.2212388218987063,1.4026257699205102,-0.3879183155624359,ext_646,2,Normal,0
-0.8330815885897681,-0.30433990331590655,-0.7129485436850859,-0.3323532398038746,ext_801,4,Normal,0
3.785527357160852,5.524607378947711,1.4026257699205102,4.446243275432395,ext_374,3,Suspicious,1
0.03290758873847313,-0.15000932354110608,1.4026257699205102,-0.5360918509185993,ext_317,3,Normal,0
0.32157064784788686,-0.1856240727199062,-0.7129485436850859,-0.01748447717202733,ext_242,4,Normal,0
-0.5444185294803544,-0.33995465249470663,1.4026257699205102,-0.610178618596681,ext_697,1,Normal,0
-0.5444185294803544,-0.23311040495830634,-0.7129485436850859,-0.2582664721257929,ext_981,4,Normal,0
0.32157064784788686,-0.29246832025630654,-0.7129485436850859,0.09364567434509523,ext_710,1,Normal,0
-0.2557554703709406,-0.15000932354110608,-0.7129485436850859,-0.5731352347576402,ext_798,3,Normal,0
-0.8330815885897681,-0.29246832025630654,-0.7129485436850859,-0.11009293676962947,ext_545,1,Normal,0
0.32157064784788686,-0.16188090660070611,-0.7129485436850859,-0.5360918509185993,ext_991,3,Normal,0
0.32157064784788686,-0.3874409847331068,-0.7129485436850859,-0.12861462868914988,ext_880,1,Normal,0
-0.2557554703709406,-0.30433990331590655,-0.7129485436850859,-0.4249616994014767,ext_214,1,Normal,0
-0.8330815885897681,-0.1856240727199062,-0.7129485436850859,-0.5546135428381197,ext_187,4,Normal,0
0.32157064784788686,-0.16188090660070611,1.4026257699205102,-0.4620050832405176,ext_662,2,Normal,0
-0.2557554703709406,-0.2212388218987063,1.4026257699205102,-0.5731352347576402,ext_830,2,Normal,0
1.1875598251761281,3.7794846691865054,1.4026257699205102,3.6683322148125375,ext_330,2,Suspicious,1
-0.8330815885897681,-0.15000932354110608,-0.7129485436850859,-0.4434833913209972,ext_702,1,Normal,0
-0.8330815885897681,-0.19749565577950623,-0.7129485436850859,-0.3879183155624359,ext_132,4,Normal,0
0.32157064784788686,-0.17375248966030615,1.4026257699205102,-0.4249616994014767,ext_319,4,Normal,0
-0.8330815885897681,-0.3518262355543067,1.4026257699205102,-0.2953098559648337,ext_926,4,Normal,0
-0.8330815885897681,-0.15000932354110608,-0.7129485436850859,-0.6472220024357218,ext_520,4,Normal,0
-0.8330815885897681,-0.30433990331590655,-0.7129485436850859,-0.480526775160038,ext_845,4,Normal,0
-0.2557554703709406,-0.2212388218987063,-0.7129485436850859,-0.6287003105162015,ext_243,4,Normal,0
0.32157064784788686,-0.3518262355543067,-0.7129485436850859,0.05660229050605438,ext_927,1,Normal,0
-0.5444185294803544,-0.3280830694351066,1.4026257699205102,-0.12861462868914988,ext_195,4,Normal,0
-0.8330815885897681,-0.3280830694351066,1.4026257699205102,-0.7027870781942831,ext_318,4,Normal,0
0.03290758873847313,-0.28059673719670647,1.4026257699205102,0.11216736626461565,ext_371,4,Normal,0
-0.5444185294803544,-0.3755694016735068,-0.7129485436850859,-0.3323532398038746,ext_258,1,Normal,0
0.32157064784788686,-0.19749565577950623,-0.7129485436850859,-0.6472220024357218,ext_151,1,Normal,0
0.32157064784788686,-0.3636978186139067,-0.7129485436850859,-0.23974478020627246,ext_971,1,Normal,0
0.32157064784788686,-0.3755694016735068,-0.7129485436850859,-0.22122308828675202,ext_683,3,Normal,0
